Cluster,Direction,Target,Source,Value
0,RNA -> Protein,ESAM,Ccdc34,0.6284213544854695
0,RNA -> Protein,ESAM,Dclk1,0.29602508342552636
0,RNA -> Protein,ESAM,Echs1,0.5366440027624407
0,RNA -> Protein,ESAM,Edf1,0.7829737009779096
0,RNA -> Protein,ESAM,Fzd2,0.9601797262309093
0,RNA -> Protein,ESAM,Hdac4,0.30776881817154866
0,RNA -> Protein,ESAM,Irx2,0.6849662301763149
0,RNA -> Protein,ESAM,Kdm6b,0.4052872827898112
0,RNA -> Protein,ESAM,Larp7,0.6495140900346765
0,RNA -> Protein,ESAM,Lhx1,0.10903271199529432
0,RNA -> Protein,ESAM,Ncam1,0.6326632948190091
0,RNA -> Protein,ESAM,Nsg2,0.09685744531363463
0,RNA -> Protein,ESAM,Polr1b,0.7227640295173972
0,RNA -> Protein,ESAM,Rpl17-ps8,0.47518642195125016
0,RNA -> Protein,ESAM,Sdf2l1,0.20971737363315948
0,RNA -> Protein,ESAM,Six2,0.14955861363189618
0,RNA -> Protein,ESAM,Tcf7l2,0.29307263706813835
0,RNA -> Protein,ESAM,Tomm6,0.786540859138507
0,RNA -> Protein,ErythroidCells.LY76,Aagab,0.49853695516841695
0,RNA -> Protein,ErythroidCells.LY76,Adgrl2,0.7186899815014894
0,RNA -> Protein,ErythroidCells.LY76,Ccdc34,0.6606158894356375
0,RNA -> Protein,ErythroidCells.LY76,Dclk1,0.31185695411471104
0,RNA -> Protein,ErythroidCells.LY76,Echs1,0.3668659384730827
0,RNA -> Protein,ErythroidCells.LY76,Edf1,0.862849324010295
0,RNA -> Protein,ErythroidCells.LY76,Fzd2,0.9512097241830035
0,RNA -> Protein,ErythroidCells.LY76,Hdac4,0.21462846247524148
0,RNA -> Protein,ErythroidCells.LY76,Irx2,0.6847594656407205
0,RNA -> Protein,ErythroidCells.LY76,Kdm6b,0.5113531798813785
0,RNA -> Protein,ErythroidCells.LY76,Larp7,0.6458340290824799
0,RNA -> Protein,ErythroidCells.LY76,Lhx1,0.11703005674667281
0,RNA -> Protein,ErythroidCells.LY76,Ncam1,0.582671221690972
0,RNA -> Protein,ErythroidCells.LY76,Nsg2,0.08904632427403185
0,RNA -> Protein,ErythroidCells.LY76,Polr1b,0.7544332087031097
0,RNA -> Protein,ErythroidCells.LY76,Rpl17-ps8,0.3871412016075238
0,RNA -> Protein,ErythroidCells.LY76,Sdf2l1,0.17770669279148077
0,RNA -> Protein,ErythroidCells.LY76,Six2,0.14356835557074288
0,RNA -> Protein,ErythroidCells.LY76,Tcf7l2,0.3895915833995272
0,RNA -> Protein,ErythroidCells.LY76,Tomm6,0.6969555891506379
0,RNA -> Protein,FCER1A,Aagab,0.47663693011776553
0,RNA -> Protein,FCER1A,Adgrl2,0.7001668886217897
0,RNA -> Protein,FCER1A,Ccdc34,0.6003603248800661
0,RNA -> Protein,FCER1A,Dclk1,0.27471491850618157
0,RNA -> Protein,FCER1A,Echs1,0.4904022265288097
0,RNA -> Protein,FCER1A,Edf1,0.8220493028039553
0,RNA -> Protein,FCER1A,Fzd2,0.9999999999999999
0,RNA -> Protein,FCER1A,Hdac4,0.30746416244650865
0,RNA -> Protein,FCER1A,Irx2,0.7460582229483835
0,RNA -> Protein,FCER1A,Kdm6b,0.4071570860021829
0,RNA -> Protein,FCER1A,Larp7,0.5886708623267486
0,RNA -> Protein,FCER1A,Lhx1,0.10130025151338853
0,RNA -> Protein,FCER1A,Ncam1,0.6633063231848296
0,RNA -> Protein,FCER1A,Nsg2,0.08048799541682737
0,RNA -> Protein,FCER1A,Polr1b,0.6840829315152887
0,RNA -> Protein,FCER1A,Rpl17-ps8,0.4729844585655024
0,RNA -> Protein,FCER1A,Sdf2l1,0.2270365944633906
0,RNA -> Protein,FCER1A,Six2,0.1131783726868075
0,RNA -> Protein,FCER1A,Tcf7l2,0.31135838626143175
0,RNA -> Protein,FCER1A,Tomm6,0.806974949266922
0,RNA -> Protein,Folate.Receptor,Aagab,0.5837611608704842
0,RNA -> Protein,Folate.Receptor,Adgrl2,0.752450056712904
0,RNA -> Protein,Folate.Receptor,Ccdc34,0.57004236638624
0,RNA -> Protein,Folate.Receptor,Dclk1,0.18354827862580436
0,RNA -> Protein,Folate.Receptor,Echs1,0.5183734713457571
0,RNA -> Protein,Folate.Receptor,Edf1,0.802415574614864
0,RNA -> Protein,Folate.Receptor,Fzd2,1.0
0,RNA -> Protein,Folate.Receptor,Hdac4,0.3700623935801523
0,RNA -> Protein,Folate.Receptor,Irx2,0.7782568600994064
0,RNA -> Protein,Folate.Receptor,Kdm6b,0.40130700581688905
0,RNA -> Protein,Folate.Receptor,Larp7,0.6384267616950416
0,RNA -> Protein,Folate.Receptor,Lhx1,0.1337450753498137
0,RNA -> Protein,Folate.Receptor,Ncam1,0.6535928259235078
0,RNA -> Protein,Folate.Receptor,Nsg2,0.09437897040229573
0,RNA -> Protein,Folate.Receptor,Polr1b,0.7795671364258576
0,RNA -> Protein,Folate.Receptor,Rpl17-ps8,0.37447902631402386
0,RNA -> Protein,Folate.Receptor,Sdf2l1,0.2039539161773168
0,RNA -> Protein,Folate.Receptor,Six2,0.11058965373564258
0,RNA -> Protein,Folate.Receptor,Tcf7l2,0.21791669343950226
0,RNA -> Protein,Folate.Receptor,Tomm6,0.872142526277975
0,RNA -> Protein,Ly.6A.E,Aagab,0.5501557686369983
0,RNA -> Protein,Ly.6A.E,Adgrl2,0.8110890590621957
0,RNA -> Protein,Ly.6A.E,Ccdc34,0.6239333700160613
0,RNA -> Protein,Ly.6A.E,Dclk1,0.18596557838581845
0,RNA -> Protein,Ly.6A.E,Echs1,0.6043950869563542
0,RNA -> Protein,Ly.6A.E,Edf1,0.8000345907831623
0,RNA -> Protein,Ly.6A.E,Fzd2,0.9999999999999999
0,RNA -> Protein,Ly.6A.E,Hdac4,0.39469703471265816
0,RNA -> Protein,Ly.6A.E,Irx2,0.7780492896811402
0,RNA -> Protein,Ly.6A.E,Kdm6b,0.3833164494782792
0,RNA -> Protein,Ly.6A.E,Larp7,0.6987986565267289
0,RNA -> Protein,Ly.6A.E,Lhx1,0.11987747207691762
0,RNA -> Protein,Ly.6A.E,Ncam1,0.6846655216772439
0,RNA -> Protein,Ly.6A.E,Nsg2,0.08207896853203756
0,RNA -> Protein,Ly.6A.E,Polr1b,0.7185940298617375
0,RNA -> Protein,Ly.6A.E,Rpl17-ps8,0.43236222764061005
0,RNA -> Protein,Ly.6A.E,Sdf2l1,0.23554110054412183
0,RNA -> Protein,Ly.6A.E,Six2,0.0997100236061704
0,RNA -> Protein,Ly.6A.E,Tcf7l2,0.2694924391900027
0,RNA -> Protein,Ly.6A.E,Tomm6,0.8533097398966849
0,RNA -> Protein,MAdCAM.1,Aagab,0.4760526027456521
0,RNA -> Protein,MAdCAM.1,Adgrl2,0.8659104130253084
0,RNA -> Protein,MAdCAM.1,Ccdc34,0.7165644983021452
0,RNA -> Protein,MAdCAM.1,Dclk1,0.2087597588296563
0,RNA -> Protein,MAdCAM.1,Echs1,0.6471013621691601
0,RNA -> Protein,MAdCAM.1,Edf1,0.6985712305641972
0,RNA -> Protein,MAdCAM.1,Fzd2,0.8410463542920221
0,RNA -> Protein,MAdCAM.1,Hdac4,0.35478463711769986
0,RNA -> Protein,MAdCAM.1,Irx2,0.7050419253110535
0,RNA -> Protein,MAdCAM.1,Kdm6b,0.37835683622185434
0,RNA -> Protein,MAdCAM.1,Larp7,0.8772911620192917
0,RNA -> Protein,MAdCAM.1,Lhx1,0.11129997531149805
0,RNA -> Protein,MAdCAM.1,Ncam1,0.5961306158563002
0,RNA -> Protein,MAdCAM.1,Nsg2,0.09478022351391469
0,RNA -> Protein,MAdCAM.1,Polr1b,0.6186349787076513
0,RNA -> Protein,MAdCAM.1,Rpl17-ps8,0.4264755836821574
0,RNA -> Protein,MAdCAM.1,Sdf2l1,0.16649785865932584
0,RNA -> Protein,MAdCAM.1,Six2,0.10954252630140038
0,RNA -> Protein,MAdCAM.1,Tcf7l2,0.3331893096953085
0,RNA -> Protein,MAdCAM.1,Tomm6,0.7173743608107769
0,RNA -> Protein,NK.1.1.KLRB1,Aagab,0.45669712764790243
0,RNA -> Protein,NK.1.1.KLRB1,Adgrl2,0.7293853688244671
0,RNA -> Protein,NK.1.1.KLRB1,Ccdc34,0.4468703471099299
0,RNA -> Protein,NK.1.1.KLRB1,Dclk1,0.18917876885122625
0,RNA -> Protein,NK.1.1.KLRB1,Echs1,0.6828333295109924
0,RNA -> Protein,NK.1.1.KLRB1,Edf1,0.7710762672094609
0,RNA -> Protein,NK.1.1.KLRB1,Fzd2,0.9395960718863143
0,RNA -> Protein,NK.1.1.KLRB1,Hdac4,0.40662005905682325
0,RNA -> Protein,NK.1.1.KLRB1,Irx2,0.5542359881965151
0,RNA -> Protein,NK.1.1.KLRB1,Kdm6b,0.23655760133528916
0,RNA -> Protein,NK.1.1.KLRB1,Larp7,0.37907798111591917
0,RNA -> Protein,NK.1.1.KLRB1,Lhx1,0.10171467500608855
0,RNA -> Protein,NK.1.1.KLRB1,Ncam1,0.660120112379312
0,RNA -> Protein,NK.1.1.KLRB1,Nsg2,0.09031057990784566
0,RNA -> Protein,NK.1.1.KLRB1,Polr1b,0.5789184490674009
0,RNA -> Protein,NK.1.1.KLRB1,Rpl17-ps8,0.5231317101438455
0,RNA -> Protein,NK.1.1.KLRB1,Sdf2l1,0.37749325258757405
0,RNA -> Protein,NK.1.1.KLRB1,Six2,0.15144626361895128
0,RNA -> Protein,NK.1.1.KLRB1,Tcf7l2,0.16418951507777255
0,RNA -> Protein,NK.1.1.KLRB1,Tomm6,0.8426951575031792
0,RNA -> Protein,Notch1,Aagab,0.5158596685128485
0,RNA -> Protein,Notch1,Adgrl2,0.7670754103290512
0,RNA -> Protein,Notch1,Ccdc34,0.6116955215532464
0,RNA -> Protein,Notch1,Dclk1,0.23577098043082945
0,RNA -> Protein,Notch1,Echs1,0.6115625559266379
0,RNA -> Protein,Notch1,Edf1,0.8242273696443678
0,RNA -> Protein,Notch1,Fzd2,1.0
0,RNA -> Protein,Notch1,Hdac4,0.4187011582557067
0,RNA -> Protein,Notch1,Irx2,0.7890267118220743
0,RNA -> Protein,Notch1,Kdm6b,0.37923975492890183
0,RNA -> Protein,Notch1,Larp7,0.65497675739589
0,RNA -> Protein,Notch1,Lhx1,0.12249023297225026
0,RNA -> Protein,Notch1,Ncam1,0.6943668976423822
0,RNA -> Protein,Notch1,Nsg2,0.08420232640769085
0,RNA -> Protein,Notch1,Polr1b,0.6723680369268827
0,RNA -> Protein,Notch1,Rpl17-ps8,0.49500386623154763
0,RNA -> Protein,Notch1,Sdf2l1,0.28955826426206976
0,RNA -> Protein,Notch1,Six2,0.10636843395901402
0,RNA -> Protein,Notch1,Tcf7l2,0.2944618860177874
0,RNA -> Protein,Notch1,Tomm6,0.8771096411994077
0,RNA -> Protein,P2RY12,Aagab,0.500153834085253
0,RNA -> Protein,P2RY12,Adgrl2,0.7936021900915142
0,RNA -> Protein,P2RY12,Ccdc34,0.5865796567594777
0,RNA -> Protein,P2RY12,Dclk1,0.20270577563193426
0,RNA -> Protein,P2RY12,Echs1,0.5344895782255938
0,RNA -> Protein,P2RY12,Edf1,0.8745010612165379
0,RNA -> Protein,P2RY12,Fzd2,0.9999999999999999
0,RNA -> Protein,P2RY12,Hdac4,0.3425612859218938
0,RNA -> Protein,P2RY12,Irx2,0.7859694042601726
0,RNA -> Protein,P2RY12,Kdm6b,0.3922737544237706
0,RNA -> Protein,P2RY12,Larp7,0.6435081419842288
0,RNA -> Protein,P2RY12,Lhx1,0.1180444699781864
0,RNA -> Protein,P2RY12,Ncam1,0.7000777203248733
0,RNA -> Protein,P2RY12,Nsg2,0.07925527222186998
0,RNA -> Protein,P2RY12,Polr1b,0.7192891632671513
0,RNA -> Protein,P2RY12,Rpl17-ps8,0.4615091914820579
0,RNA -> Protein,P2RY12,Sdf2l1,0.2513329279840804
0,RNA -> Protein,P2RY12,Six2,0.09748657782387343
0,RNA -> Protein,P2RY12,Tcf7l2,0.25935921010884494
0,RNA -> Protein,P2RY12,Tomm6,0.8518745557143335
0,RNA -> Protein,PanendothelialCellAntigen,Aagab,0.5068254854869243
0,RNA -> Protein,PanendothelialCellAntigen,Adgrl2,0.6718820753944837
0,RNA -> Protein,PanendothelialCellAntigen,Ccdc34,0.5612569814493457
0,RNA -> Protein,PanendothelialCellAntigen,Dclk1,0.33498787120939344
0,RNA -> Protein,PanendothelialCellAntigen,Echs1,0.5409731545248347
0,RNA -> Protein,PanendothelialCellAntigen,Edf1,0.7323895494453243
0,RNA -> Protein,PanendothelialCellAntigen,Fzd2,0.9648900714661097
0,RNA -> Protein,PanendothelialCellAntigen,Hdac4,0.3520594293859817
0,RNA -> Protein,PanendothelialCellAntigen,Irx2,0.7256542663970336
0,RNA -> Protein,PanendothelialCellAntigen,Kdm6b,0.36943936872778704
0,RNA -> Protein,PanendothelialCellAntigen,Larp7,0.5601056063123035
0,RNA -> Protein,PanendothelialCellAntigen,Lhx1,0.10339500599981961
0,RNA -> Protein,PanendothelialCellAntigen,Ncam1,0.5939988866513788
0,RNA -> Protein,PanendothelialCellAntigen,Nsg2,0.102354857534299
0,RNA -> Protein,PanendothelialCellAntigen,Polr1b,0.6479520809648855
0,RNA -> Protein,PanendothelialCellAntigen,Rpl17-ps8,0.5532254276165366
0,RNA -> Protein,PanendothelialCellAntigen,Sdf2l1,0.260606190091616
0,RNA -> Protein,PanendothelialCellAntigen,Six2,0.17822423633662082
0,RNA -> Protein,PanendothelialCellAntigen,Tcf7l2,0.31631737559544204
0,RNA -> Protein,PanendothelialCellAntigen,Tomm6,0.8327583271486926
0,RNA -> Protein,SiglecH.SIGLEC,Aagab,0.44181142878057567
0,RNA -> Protein,SiglecH.SIGLEC,Adgrl2,0.6347155496386716
0,RNA -> Protein,SiglecH.SIGLEC,Ccdc34,0.5339272775926904
0,RNA -> Protein,SiglecH.SIGLEC,Dclk1,0.32215620732405126
0,RNA -> Protein,SiglecH.SIGLEC,Echs1,0.5196206861835775
0,RNA -> Protein,SiglecH.SIGLEC,Edf1,0.7563543286466118
0,RNA -> Protein,SiglecH.SIGLEC,Fzd2,1.0
0,RNA -> Protein,SiglecH.SIGLEC,Hdac4,0.34751995586407636
0,RNA -> Protein,SiglecH.SIGLEC,Irx2,0.7372943274484905
0,RNA -> Protein,SiglecH.SIGLEC,Kdm6b,0.36713346334787617
0,RNA -> Protein,SiglecH.SIGLEC,Larp7,0.4780542376022332
0,RNA -> Protein,SiglecH.SIGLEC,Lhx1,0.09734150702220504
0,RNA -> Protein,SiglecH.SIGLEC,Ncam1,0.6484024650573657
0,RNA -> Protein,SiglecH.SIGLEC,Nsg2,0.0814344421004867
0,RNA -> Protein,SiglecH.SIGLEC,Polr1b,0.5995326707881998
0,RNA -> Protein,SiglecH.SIGLEC,Rpl17-ps8,0.5397412358491627
0,RNA -> Protein,SiglecH.SIGLEC,Sdf2l1,0.3223682938209289
0,RNA -> Protein,SiglecH.SIGLEC,Six2,0.12393490768017221
